"Sample","Region","Years","ACE2","ADAM17","ANPEP","AXL","CD209","CEACAM1","CLEC4G","CLEC4M","CTSL1","DPP4","ENPEP","FURIN","ITGA2B","ITGA3","ITGA5","ITGA8","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB6","ITGB8","NRP1","NRP2","SCARB1","TMPRSS2"
"HSB175_S1C_L","S1C",11.7692307692308,"3.75847","6.48837","5.036","6.33899","4.25448","3.72931","5.81133","3.6243","7.91699","5.0378","4.20959","7.17808","4.31705","6.47104","4.77418","4.87499","4.38997","4.87698","8.74775","7.90164","5.45388","4.00997","3.75594","9.50543","7.30442","5.78237","6.63492","4.19807"
"HSB175_STC_L","STC",11.7692307692308,"4.19839","6.50604","5.05262","7.29013","4.15766","4.52206","5.87825","3.81122","6.79433","4.34068","4.41986","6.58151","4.70136","6.39041","5.21743","4.88472","4.71721","4.74621","9.87662","7.77695","5.86347","4.55526","4.21889","9.63814","6.67993","6.17396","6.24224","4.50051"
"HSB175_V1C_L","V1C",11.7692307692308,"3.83924","6.29334","5.52171","6.20918","4.29961","4.61671","5.59337","3.66924","7.20244","5.06175","4.18939","7.11013","4.45606","6.69631","5.22709","4.62747","4.68286","4.40551","8.94688","8.59179","5.47419","4.18269","4.12934","9.18991","6.60977","6.14614","6.79703","4.17884"
"HSB175_VFC_L","VFC",11.7692307692308,"3.70263","6.2544","5.18743","7.18071","4.174","3.93535","5.88927","3.89852","7.10059","4.22085","3.9054","7.04049","4.4071","6.57854","5.16042","4.64823","4.28029","4.52729","9.25888","7.74103","5.65452","3.90943","4.25196","9.48862","7.1081","6.21134","6.58657","3.86544"
"HSB178_AMY_L","AMY",0.3077,"3.6968","7.304","5.56735","7.28198","3.97778","4.31851","4.64124","3.9206","6.27202","4.41493","3.98288","7.19178","4.50558","6.49968","6.24012","4.26522","4.57679","4.23936","8.39363","9.31105","5.54168","4.25019","3.98847","10.4673","9.35665","7.80794","6.59865","4.36129"
"HSB178_AMY_R","AMY",0.3077,"4.03883","6.38094","5.67243","6.05552","4.05472","4.4636","5.12993","3.71765","6.20185","4.09463","4.03444","7.12023","4.84158","6.93736","5.94207","4.48928","4.45732","4.31933","7.31722","8.47272","5.69705","4.18885","3.69966","9.67823","8.65295","9.32657","6.81206","4.27583"
"HSB178_DFC_L","DFC",0.3077,"4.15724","6.43487","6.5794","5.71631","4.27498","4.67348","5.09137","4.05305","6.19899","5.67612","4.46394","6.96885","4.84805","6.92832","5.96286","5.05288","4.3577","4.16399","6.82472","8.65087","5.5415","5.13779","3.9283","8.60731","8.76858","7.77868","7.40347","4.61837"
"HSB178_DFC_R","DFC",0.3077,"4.85095","6.36992","6.03198","5.93165","4.46593","5.04833","4.98797","4.26867","6.53783","6.11134","4.84234","6.89704","5.02009","6.59703","6.07798","5.29376","4.35894","4.25868","6.85487","7.74633","5.58582","5.27551","4.25368","7.36011","7.68341","7.94883","7.76299","4.50691"
"HSB178_HIP_L","HIP",0.3077,"3.79902","6.51708","6.03788","6.66182","4.12537","4.4931","4.39317","3.81796","6.25839","4.5512","4.23687","7.32348","4.36534","7.47567","6.39943","5.05924","4.24502","4.13928","7.94949","8.82314","5.32847","4.3719","3.72835","9.35346","11.3789","8.72015","7.16451","3.84802"
"HSB178_HIP_R","HIP",0.3077,"4.34617","6.74839","6.03939","6.72579","4.45279","4.57253","4.7236","4.20586","6.74665","4.32582","4.41351","7.08561","4.75097","7.1541","6.73619","5.31185","4.51235","3.98007","8.03814","8.99311","5.38329","4.65731","4.19066","9.88726","10.8533","8.92025","6.8549","4.39609"
"HSB178_IPC_L","IPC",0.3077,"4.01089","6.4631","5.75224","5.30192","4.10584","4.57013","4.8666","3.97316","5.97031","5.11652","4.33017","7.10832","4.61131","7.20345","6.27747","4.62606","4.36697","4.27993","7.3146","7.87004","5.22455","5.57875","3.94571","7.31888","7.42397","6.79855","7.66261","4.18472"
"HSB178_IPC_R","IPC",0.3077,"3.82817","6.30388","6.11824","5.43241","4.42592","4.33841","4.40771","3.86927","6.66715","5.00279","3.89805","6.67847","4.49475","6.93631","6.52886","4.9767","4.30183","4.34077","7.47861","7.92331","5.35651","5.10081","3.91992","7.25427","7.60429","6.60173","7.21618","4.50375"
"HSB178_ITC_L","ITC",0.3077,"3.69788","6.72824","5.56071","5.56504","3.96093","4.50977","4.68781","3.56202","6.4428","4.92603","3.92446","7.10448","4.53712","7.07378","6.31442","5.53763","4.30231","4.12502","7.41633","8.42159","5.30317","4.28186","3.69759","9.04651","8.58049","9.12775","6.73988","4.08424"
"HSB178_ITC_R","ITC",0.3077,"3.84087","6.33851","6.67859","5.8678","4.5199","4.49764","4.66425","3.5502","7.63957","4.76649","4.18241","7.01529","4.46419","7.21148","6.69631","6.66298","4.4611","4.34383","6.91351","8.55662","5.57214","4.04622","3.95149","8.03","8.62761","8.37815","6.87147","4.07584"
"HSB178_M1C_L","M1C",0.3077,"3.82762","6.38312","5.81368","5.23843","4.1441","4.3178","4.48243","3.75904","5.85089","5.53701","3.96299","7.33224","4.58413","7.00323","6.54775","4.47391","4.31037","4.26482","7.05941","8.19423","5.35037","5.92708","3.96162","7.03807","8.11747","6.63997","7.62517","4.1099"
"HSB178_M1C_R","M1C",0.3077,"3.83927","6.05648","5.59783","5.47979","4.30603","4.55702","4.85967","3.69284","6.24344","4.69698","3.96185","7.17978","4.51651","6.97981","6.68599","4.38625","4.44811","4.32055","7.14462","7.97564","4.89648","5.26418","4.39599","7.11548","8.05637","6.19903","7.32334","4.57276"
"HSB178_MD_L","MD",0.3077,"4.01214","6.55727","5.67299","5.65474","4.28903","4.34751","4.65917","3.76644","6.48504","4.09496","3.82926","6.65244","5.0073","8.15265","6.00655","6.18562","4.39718","4.126","7.05486","7.9032","5.38385","4.20971","4.1915","8.17762","7.00382","7.49358","6.51524","4.4999"
"HSB178_MFC_L","MFC",0.3077,"3.77465","6.88593","5.80706","6.01873","4.03928","4.20076","4.47087","3.58711","6.12446","4.82809","4.00685","7.07438","4.58423","6.57992","6.2674","4.88671","4.13148","4.14158","7.27628","8.75362","5.26458","5.09948","4.07129","9.80458","9.47798","7.89515","7.35297","4.17065"
"HSB178_MFC_R","MFC",0.3077,"4.54402","6.73042","6.02724","6.50364","4.07076","4.86239","4.89177","3.93492","5.52033","5.09169","4.28028","6.94043","4.84143","6.57519","6.34708","4.80469","4.36976","4.33937","7.1849","8.82099","5.33644","5.56929","3.85312","10.4778","9.38743","8.13156","7.13762","4.59176"
"HSB178_OFC_L","OFC",0.3077,"3.77366","6.87447","6.11484","5.83131","4.26997","4.15992","4.61011","3.57403","6.11281","5.26676","3.95228","7.17565","4.44092","6.66402","6.52814","4.94278","4.42806","4.44354","7.23434","8.29096","5.1883","4.60721","4.07104","8.64845","8.95648","7.8633","7.2187","4.17404"
"HSB178_OFC_R","OFC",0.3077,"3.8221","6.58627","6.5681","6.15587","4.41179","4.46856","4.93041","3.8658","6.34224","5.18082","4.38113","6.97272","4.6219","6.53805","6.25199","5.38554","4.45857","4.24825","6.5146","8.26509","5.12531","5.07219","4.05747","8.53991","8.909","7.79865","7.37736","4.2175"
"HSB178_S1C_L","S1C",0.3077,"4.48672","5.84502","6.24105","5.52999","4.2853","5.01504","5.12463","3.63711","6.35516","5.37014","4.16423","7.23341","4.85884","6.86375","6.49111","4.96215","4.58333","4.44495","6.92333","7.90539","5.31372","5.25192","4.49238","6.91552","7.66244","6.19697","7.39172","4.51203"
"HSB178_S1C_R","S1C",0.3077,"3.83378","6.6267","5.9247","5.57308","4.11143","4.27719","4.50967","3.69295","6.06034","5.25168","4.02649","7.29439","4.54077","7.26205","6.31591","5.08905","4.31997","4.41054","6.91759","8.45234","5.03113","5.76207","3.64996","7.92395","7.97474","6.64447","7.51934","4.00388"
"HSB178_STC_L","STC",0.3077,"4.00502","6.25004","6.37405","6.05023","4.25929","4.56198","4.88853","3.71989","5.92424","5.33983","4.38955","7.38152","4.81304","7.1288","6.35942","4.90559","4.47851","4.2783","7.1254","8.60487","5.25949","4.79278","4.21033","8.36284","8.10276","6.3625","7.17261","4.28793"
"HSB178_STC_R","STC",0.3077,"4.11212","6.19388","6.51415","5.74927","5.02702","4.64028","5.28634","3.88354","6.91424","5.09182","4.50591","6.87678","4.85762","6.84601","6.78362","5.2946","4.37884","4.48012","6.93785","8.271","5.41625","4.46936","3.79751","6.77862","7.29993","6.44987","6.98924","4.45761"
"HSB178_STR_L","STR",0.3077,"3.76711","6.13871","5.39815","5.83866","3.8022","4.47032","5.15984","3.72011","5.81469","3.98105","3.95529","7.0612","4.39511","7.3792","6.39456","3.88309","4.21606","4.42035","6.57985","8.20368","5.80985","4.0275","3.82902","8.01698","8.29339","6.56888","7.33598","4.10232"
"HSB178_V1C_L","V1C",0.3077,"4.1257","6.66078","6.202","6.22957","4.42136","4.98246","5.19646","3.89821","5.80299","4.93877","4.15458","6.90585","4.8621","6.4722","6.80306","4.8644","4.59589","4.23487","7.95463","8.87164","5.46286","6.11602","3.84609","9.59515","8.50729","5.5374","6.93911","4.28006"
"HSB178_V1C_R","V1C",0.3077,"3.86531","6.52563","6.0907","6.06784","4.34861","4.42829","4.98266","3.68556","5.77013","4.84138","4.25479","7.07143","4.50509","6.63117","6.58234","5.14178","4.4198","4.35597","8.22374","8.8802","5.35403","5.77434","3.67553","8.70858","8.45064","5.70214","7.63417","4.1234"
"HSB178_VFC_L","VFC",0.3077,"3.99214","6.37911","5.93351","5.34223","4.31885","4.43736","5.01835","3.58797","6.68611","5.13146","4.02","7.4093","4.63348","6.98689","6.73999","5.14298","4.41499","4.12159","6.04716","8.3164","5.28192","4.7544","3.84396","7.07643","7.68489","6.71216","7.53903","4.17844"
"HSB178_VFC_R","VFC",0.3077,"3.6176","6.66639","5.71253","5.23834","4.29289","4.14463","4.55738","3.70527","5.67522","5.52498","4.11583","7.1973","4.47972","6.86914","6.39253","4.65186","4.41186","4.4321","6.92981","7.99091","5.17846","5.54312","3.74967","7.78602","8.30883","6.57328","7.55384","4.11388"
"HSB182_A1C_L","A1C",55.7692307692308,"3.80687","6.33869","5.71501","6.83071","4.36317","4.15666","5.84746","3.78159","6.56134","4.46977","4.05156","7.69806","4.48443","6.82791","5.2102","4.83638","4.30237","4.33678","9.14493","8.37469","5.64272","3.92913","4.04282","9.85216","6.97844","5.97388","6.63744","4.27684"
"HSB182_CBC_L","CBC",55.7692307692308,"3.73532","6.70822","5.18602","6.12611","4.80675","4.22394","7.23198","3.48127","7.12339","3.71655","3.7043","7.71008","4.89077","7.53742","5.09147","4.74975","4.29163","4.28485","9.73658","7.77307","5.05822","3.77085","3.60619","7.61428","4.46852","4.61011","5.97901","4.09547"
"HSB182_DFC_L","DFC",55.7692307692308,"4.33697","5.87561","5.49204","7.32592","4.55541","4.54677","5.94766","3.71693","6.13133","4.7326","4.29696","7.38028","4.8519","6.84528","5.60173","4.88856","4.70177","4.44161","8.7677","8.28664","5.66552","4.32071","4.50371","9.43113","7.02167","5.69958","6.05132","4.68124"
"HSB182_HIP_L","HIP",55.7692307692308,"3.79959","6.31488","4.99704","7.35246","4.32369","4.10994","6.89064","3.38039","7.1455","3.97398","4.08892","7.74941","4.16476","6.61373","5.17639","6.28038","4.4292","4.72314","9.76062","7.68993","5.82504","3.91924","3.90092","9.98832","9.51167","8.11999","7.09385","3.93037"
"HSB182_IPC_L","IPC",55.7692307692308,"3.78453","5.84792","5.97336","6.96096","4.90437","4.96202","6.39034","3.65917","7.41945","4.66935","4.19431","7.10321","4.90048","6.77308","5.58187","5.35468","4.52357","4.68587","8.78676","8.59243","5.66774","3.99835","4.57151","9.36344","7.12644","5.8422","6.17258","4.4985"
"HSB182_ITC_L","ITC",55.7692307692308,"3.91374","6.20996","5.00242","6.84172","4.20163","4.22661","6.33764","3.5068","7.44803","4.13809","3.90742","7.29693","4.43874","6.45551","5.09037","4.94402","4.39744","4.47066","9.13061","8.36126","5.29412","3.78616","3.88379","9.9444","7.06217","6.00977","6.54524","3.91307"
"HSB182_MD_L","MD",55.7692307692308,"3.54653","6.20962","5.47726","7.15169","4.49548","4.00626","4.91635","3.76181","7.81895","3.93428","3.70131","6.863","4.40846","6.89208","6.93371","5.12067","4.52611","4.7938","9.82019","8.68645","6.33769","3.90856","3.85824","10.047","9.27006","6.87998","5.93479","3.83348"
"HSB182_MFC_L","MFC",55.7692307692308,"4.04215","6.27893","5.30128","6.8902","4.39314","4.57913","6.12029","4.01121","6.20464","4.5185","3.84379","7.41382","4.80541","6.7218","5.22409","5.22199","4.40861","4.43283","9.28559","8.06546","5.43443","3.96394","4.15151","10.0197","7.89406","5.9095","6.29693","4.10654"
"HSB182_OFC_L","OFC",55.7692307692308,"3.79895","6.41799","5.58388","6.78333","4.44062","4.14994","6.35395","3.54987","7.08846","4.43136","3.73364","7.29399","4.50772","6.67479","4.8725","4.59502","4.34767","4.37652","9.2981","8.44061","5.61772","3.84679","3.89929","9.78444","7.26318","5.77365","6.41778","4.43136"
"HSB182_STC_L","STC",55.7692307692308,"4.68733","6.00585","6.06441","7.02746","5.23599","5.09386","6.21057","3.88063","5.91622","4.25828","4.77951","7.1227","5.24778","6.90636","6.09904","5.3468","5.17214","5.09894","8.43907","8.30466","5.58428","4.32068","4.68488","8.74416","6.71217","5.75967","6.61523","5.10596"
"HSB182_STR_L","STR",55.7692307692308,"3.59573","6.78022","5.50934","7.43456","4.06135","4.2741","5.30296","3.63506","7.79596","3.79877","3.95844","6.5029","4.53764","6.82408","6.52021","5.69573","4.41946","4.60798","10.1165","9.41587","6.38552","4.77867","4.16907","10.6372","6.4415","6.38175","7.92909","4.18853"
"HSB182_V1C_L","V1C",55.7692307692308,"3.74874","6.74306","5.33933","6.17641","3.96864","4.11916","5.70686","3.45349","7.69833","6.72032","4.20172","7.76282","4.54035","6.52373","5.54794","4.92445","4.2245","4.30309","9.15925","8.01162","5.18712","4.17112","3.91493","8.74297","6.68595","5.75384","6.35745","4.26386"
"HSB182_VFC_L","VFC",55.7692307692308,"4.28716","6.21843","5.82732","6.91963","4.1738","4.6939","6.40946","4.01617","6.82947","4.64531","4.06761","7.24777","4.76722","6.69829","5.53187","4.84648","4.50411","4.57708","9.36634","8.79451","5.7085","4.22864","4.12318","9.97848","7.09053","5.45131","6.23984","4.60341"
"HSB183_A1C_L","A1C",42.7692307692308,"3.64159","6.42681","4.87267","6.36086","4.30187","3.94284","5.80419","3.63347","7.094","5.23271","4.41659","7.35245","4.62025","6.78075","5.30853","4.69308","4.29569","4.2324","9.15431","8.14226","5.28205","4.00243","4.00747","9.62647","6.90526","5.36985","6.6652","3.92461"
"HSB183_AMY_L","AMY",42.7692307692308,"3.72658","6.44824","5.00534","7.15496","4.18753","3.8548","5.79565","3.74064","7.5059","3.92105","3.85585","7.55202","4.57422","6.81986","5.08125","4.34011","4.28009","4.70041","9.3941","8.46617","5.74088","3.92337","4.03922","10.5664","6.86984","6.626","6.90142","4.43669"
"HSB183_CBC_L","CBC",42.7692307692308,"5.87856","6.42594","5.42771","6.21234","4.24126","5.55836","5.71131","4.49672","6.1208","4.86053","4.84112","7.73159","5.7675","7.26987","5.98312","5.1353","5.40673","4.58535","9.51843","6.94734","5.44584","5.04206","4.45958","7.39294","5.3884","5.49906","6.13369","5.20533"
"HSB183_DFC_L","DFC",42.7692307692308,"3.92109","6.21653","5.1122","6.65712","4.40086","4.53045","6.00107","4.68577","6.7637","4.84822","4.28557","7.24173","4.74656","6.73159","5.52385","4.92187","4.49155","4.70509","9.74272","8.08266","5.76538","3.8854","3.94769","10.058","6.97208","5.79604","6.12551","4.72642"
"HSB183_HIP_L","HIP",42.7692307692308,"3.88648","6.03755","5.46072","6.86452","4.20916","4.38208","5.98811","4.14847","6.9336","4.32711","4.26612","7.43716","4.78242","6.85906","5.27173","5.0225","4.5031","4.70325","9.15882","8.39981","5.67627","3.96489","4.09443","9.75591","6.94842","6.45521","6.74627","4.21304"
"HSB183_IPC_L","IPC",42.7692307692308,"3.72119","5.94588","4.88202","7.30361","4.21785","4.32291","5.95632","3.76917","7.96558","5.02897","4.15646","7.0028","4.45605","6.8141","4.96523","4.87174","4.43041","4.59175","9.26355","7.8764","5.51963","4.23287","3.80843","9.76381","7.13493","5.26686","6.61167","4.12917"
"HSB183_ITC_L","ITC",42.7692307692308,"3.88373","6.34193","5.41838","7.08131","4.87751","4.38274","6.22852","4.49722","7.62217","4.29937","4.50688","6.93794","4.55775","6.88523","5.45015","5.15917","4.68708","4.96279","9.23747","7.77368","5.65542","4.13425","4.29097","9.83021","6.89619","5.9951","6.47277","4.43488"
"HSB183_M1C_L","M1C",42.7692307692308,"4.77811","6.1124","5.38548","6.53265","4.7613","5.22325","6.20107","5.22378","6.56865","5.10412","4.56372","6.99962","5.40401","6.69961","5.67682","5.43484","5.08369","5.02174","8.8845","7.78052","5.32712","4.30993","4.20214","9.46235","6.82124","5.33368","6.35515","5.09685"
"HSB183_MD_L","MD",42.7692307692308,"3.57277","6.00752","5.49184","6.73409","4.18091","4.0372","4.62288","4.07396","8.21854","3.98301","4.04091","7.36293","4.29654","6.88736","6.76975","4.76416","4.23032","4.86874","9.2098","8.52253","5.71057","3.8945","3.88452","9.81931","8.09343","6.57161","6.2567","4.15941"
"HSB183_MFC_L","MFC",42.7692307692308,"4.29634","6.18757","5.12449","6.78224","4.07663","4.70072","5.79733","4.47662","6.12808","4.36739","4.14226","7.26644","5.14907","6.72311","5.47139","5.17529","4.70179","4.72224","9.23418","8.14593","5.42603","4.10656","4.14641","9.90475","6.92068","6.16636","6.27066","4.40221"
"HSB183_OFC_L","OFC",42.7692307692308,"3.85411","6.21647","5.23392","6.83445","4.06698","4.13006","6.30585","3.99122","7.53277","4.28357","3.96694","7.21795","4.4883","6.61657","5.14252","4.85265","4.30888","4.60375","9.27492","7.89338","5.63499","3.78568","3.71751","9.93161","6.69213","5.58162","6.64424","4.27931"
"HSB183_S1C_L","S1C",42.7692307692308,"3.90745","6.30887","5.44553","6.5033","4.33769","4.424","6.12328","3.65645","7.89447","5.06032","4.29689","7.07959","4.55421","6.46069","5.29191","5.30669","4.42411","4.31394","8.8865","8.13933","5.2024","3.92488","3.87508","9.73693","7.42549","5.40947","6.5557","3.80916"
"HSB183_STC_L","STC",42.7692307692308,"3.95415","6.31523","4.93097","6.98105","4.23072","4.26746","5.84056","3.48558","7.88024","4.30849","4.20409","7.14359","4.59952","6.70486","5.18597","4.97528","4.32348","4.55858","9.09643","7.59071","5.63727","3.90819","4.08045","10.0035","7.0427","5.44511","6.484","3.94534"
"HSB183_STR_L","STR",42.7692307692308,"3.65595","6.71905","5.06389","7.76197","3.96137","4.09477","5.21846","3.51848","8.01932","3.92126","4.12449","6.55123","4.14656","6.37871","5.35701","4.04465","4.04354","5.01104","10.167","8.76796","6.44909","3.95313","3.8318","10.6728","6.45831","6.22023","8.39978","3.80377"
"HSB183_V1C_L","V1C",42.7692307692308,"3.67333","6.56896","5.36632","5.99592","4.06823","4.32549","5.36916","3.706","7.77141","6.39972","4.05461","7.62545","4.51863","6.79225","5.45629","4.69733","4.07668","4.47579","9.14736","8.21532","5.04533","3.99678","3.97567","9.04329","6.72995","5.53429","6.60584","3.76175"
"HSB183_VFC_L","VFC",42.7692307692308,"3.74684","6.38818","5.32445","6.82109","4.47439","4.30888","6.05666","3.63621","7.83571","4.38832","3.97009","7.1528","4.47196","6.39711","5.61643","4.94253","4.53982","4.74482","9.34408","8.30458","5.80456","3.81233","3.7139","10.1577","6.51172","5.47324","6.83023","4.14575"
"HSB187_A1C_L","A1C",37.7692307692308,"3.95231","6.50724","6.22384","7.65103","4.15623","4.35563","5.59622","3.72096","7.98201","4.33655","4.1385","7.68986","4.6441","7.0619","5.7086","5.42733","4.5972","4.64484","9.08172","8.59082","6.61919","4.29677","3.82666","9.58521","7.45829","5.58362","7.00751","4.1744"
"HSB187_A1C_R","A1C",37.7692307692308,"3.79096","6.24054","6.1809","7.30109","3.83221","4.34785","5.79882","3.47663","8.36406","4.22296","4.26472","7.64908","4.55731","6.91171","5.87838","5.00811","4.86026","4.76459","8.91652","8.89844","6.91833","4.08593","3.95473","10.2652","7.4485","5.35678","7.49604","3.82409"
"HSB187_AMY_L","AMY",37.7692307692308,"3.97085","7.0989","5.96515","7.82329","4.09552","3.95084","5.5445","3.48477","7.4087","3.99103","4.41861","8.02069","4.61416","6.73533","6.02153","5.1775","4.54316","5.03815","8.84704","8.53921","6.74881","4.09916","3.78285","9.91771","6.97545","6.26156","7.55284","4.19375"
"HSB187_AMY_R","AMY",37.7692307692308,"3.91785","7.03115","6.07678","7.64754","4.34245","4.55995","5.59223","3.4683","7.315","3.80325","4.36569","7.57243","4.64306","6.69956","6.07654","5.29083","4.74961","5.01276","9.07302","8.49449","6.61872","4.27158","3.99761","10.2366","7.33581","6.74557","7.31089","3.94932"
"HSB187_CBC_L","CBC",37.7692307692308,"3.90905","6.72208","5.92802","7.00942","4.33247","4.34175","6.94811","3.46565","7.62708","3.52267","3.79884","8.34742","4.75742","7.50277","6.07392","5.13494","4.55848","4.70697","9.26344","8.27444","6.0314","4.28078","3.71492","8.89781","4.78009","4.68858","6.48737","4.24391"
"HSB187_CBC_R","CBC",37.7692307692308,"3.91078","6.39101","5.47495","7.27909","4.30862","4.40082","6.07711","3.7292","8.0031","3.94971","4.19614","8.12168","4.92917","7.22631","5.64691","5.35538","4.45589","4.68519","9.42696","7.5379","6.09663","4.05476","4.11295","8.80029","4.63844","4.83589","6.276","4.34606"
"HSB187_DFC_L","DFC",37.7692307692308,"3.7745","5.97942","6.00826","8.06359","4.26801","4.13478","5.75334","3.57615","7.87549","4.20698","4.17765","7.69291","4.6152","7.08916","6.23322","5.45969","4.84565","4.76874","8.95962","8.49043","6.97319","4.11598","3.71006","9.59187","7.60406","5.7414","7.04975","4.05212"
"HSB187_DFC_R","DFC",37.7692307692308,"3.80258","6.41263","5.7072","7.93804","4.077","3.97942","5.8925","3.7291","7.84054","4.7625","4.32932","7.74317","4.50548","7.06031","5.8825","5.20225","4.47806","4.65225","9.3777","8.13429","6.91672","4.14356","4.00437","10.065","7.47557","5.96556","6.93472","4.30016"
"HSB187_HIP_L","HIP",37.7692307692308,"4.0373","6.76247","6.06135","7.59403","4.49498","4.47413","5.60296","3.87288","6.71827","3.59044","4.36672","7.41818","4.73141","6.57206","6.21629","7.35871","4.83705","4.90672","9.0615","8.43356","6.43641","4.4096","4.00784","9.92899","9.84283","7.44859","7.74555","4.02607"
